//---------------------Control_Parameters_on_Fitting---------------------
//OrganType(id)--------Blade-Petiel-Internode-FemaleFlower-MaleFlower-Ring-Root
Time_Expansion(c_t_exp) 0 0 0 0 0 0 0
Para_a(c_Bt_a) 0 0 0 0 0 0 0
Para_b(c_Bt_b) 0 0 0 0 0 0 0
    
Sink_Blade(c_S_B)     0 0 0 0 0 0
Sink_Petiole(c_S_P)    1 0 0 0 0 0
Sink_Internode(c_S_I) 1 0 0 0 0 0
Sink_Female(c_S_Ff)  0 0 0 0 0 0
Sink_Male(c_S_Fm)  0 0 0 0 0 0
Sink_Layer(c_S_L)     1 0 0 0 0 0
Sink_Root(c_S_R)      0 0.0 0.0 0.0 0.0 0.0
  
Allom_Internode(c_a_bI) 0 0 0 0 0 0
(c_a_aI)                0 0 0 0 0 0
Allom_Petiole(c_a_bP)    0 0 0 0 0 0
(c_a_aP)                0 0 0 0 0 0
Allom_Thick(c_Th_B)     0 0 0 0 0 0
Female_Density(c_Den_Ff) 0 0 0 0 0 0
Male_Density(c_Den_Fm) 0 0 0 0 0 0
Internode_Dens(c_Den_I) 0 0 0 0 0 0
  
Resist_Blade(c_r_B)      0
Resist_Petiole(c_r_P)     0
Projected_area(c_Sp)     1
Beer_law(c_rp)           0
Beer_law(c_kp)           0
  
Resist_Root(c_r_R)       0
Seed_Biomass(c_Q0)       0
Flow_Biomass(c_dQ0)      0

//TargetFlag(C_Tar)
WeightRoot(Q_R)      0
WeightBlade(Q_B)     1 0 0 0 0 0  
WeightPetiole(Q_P)   1 0 0 0 0 0 
WeightInternode(Q_I) 1 0 0 0 0 0
WeightFemale(Q_Ff)   0 0 0 0 0 0
WeightMale(Q_Fm)     0 0 0 0 0 0
AreaInternode(S_B)   0 0 0 0 0 0
HeightInternode(S_I) 0 0 0 0 0 0
AreaBlade(H_I)       0 0 0 0 0 0

//**********************Target*data***************************
NumberPlant(NumPlt)  5

InfoPlant(CA,PA,LoD)	8	1	0								
Root(Q_R)	-1				
InfoAxis(ID,PA,CA)	0	1	8  1	
//-GU--NbSub--IDSub--Q_B--Q_P--Q_I--Q_Ff--Q_Fm-S_B--S_I--H_I-								
GU	1	0	-1	1.04	-1	-1	0	0	30.49	0.5	-1
GU	2	0	-1	0.89	-1	0.48	0	0	23.69	0.4	3.3
GU	3	0	-1	1.11	0.24	0.17	0	0	30.04	0.41	1.2
GU	4	0	-1	1.62	0.37	0.33	0	0	48.3	0.4	2.2
GU	5	0	-1	1.97	0.49	0.31	0	0	60.37	0.4	1.8
GU	6	0	-1	1.76	0.38	0.33	0	0	62.67	0.4	2.2
GU	7	0	-1	1.72	-1	0.13	0	0	48.71	0.35	1
GU	8	0	-1	0.68	0.11	-1	0	0	27.92	-1	-1

end											

InfoPlant(CA,PA,LoD)	12	1	0							
Root(Q_R)	-1								
InfoAxis(ID,PA,CA)	0	1	12	1
//-GU--NbSub--IDSub--Q_B--Q_P--Q_I--Q_Ff--Q_Fm-S_B--S_I--H_I-								
GU	1	0	-1	1.08	-1	-1	0	0	32.15	0.7	-1
GU	2	0	-1	1.67	0.4	1.03	0	0	38.4	0.56	3.08
GU	3	0	-1	1.66	-1	0.58	0	0	44.78	0.64	1.78
GU	4	0	-1	2.89	0.79	0.85	0	0	79.42	0.6	2.66
GU	5	0	-1	3.34	1.13	0.54	0	0	90.63	0.58	1.68
GU	6	0	-1	3.78	1.51	0.77	0	0	111.94	0.55	2.68
GU	7	0	-1	4.41	-1	0.84	0	0	141.56	0.59	2.55
GU	8	0	-1	4	1.8	1.15	0	0	140.84	0.57	3.4
GU	9	0	-1	3.62	1.39	0.98	0	0	130.18	0.55	3.13
GU	10	0	-1	2	0.52	0.53	0	0	76.41	0.48	2.23
GU	11	0	-1	0.96	0.2	0.19	0	0	39.84	0.4	1.18
